State,Governor,Party,Speech
New York,Andrew Cuomo,Democrat,"Homelessness and affordable housing very simply $20 billion which is the largest commitment to affordable housing this state has ever made. But let's - you should keep applauding I didn't mean to interrupt you - this year, this year, we have the opportunity to finally reform the rent regulation program, including eliminating vacancy decontrol, ending preferential rent limits, limiting building and apartment improvement charges, and strengthening the tenant protection unit so we actually enforce those laws."
New York,Andrew Cuomo,Democrat,"When it comes to our labor unions, they are under attack by the Supreme Court. They are under attack by the federal administration. Our state Department of Labor will aggressively protect the right to organize and collectively bargain. Let's extend the Janus protection to all local governments in the state of New York and project construction with public subsidies should be subject to the prevailing wage so they're built right, they're built fairly, they're build union. And that's long overdue and let's get it passed this session and let's show our brothers and sisters in organized labor who may be timid, who may be quiet, who may be shy, but we're with you anyway. I still can't hear you, you're still too shy for me. I love doing that."
New York,Andrew Cuomo,Democrat,"When it comes to public safety, over the past two years we spent a hundred millions dollars to fight MS-13 the fight goes on, let's invest another $45 million dollar in anti-gang operations, violence prevention, and school base support. We have a growing problem of online sexual offenses against children. We want to launch a specialized police unit to prosecute these predators, nothing could be worse. Let's pass the New York City speed camera laws and stop playing politics that they did last year."
New York,Andrew Cuomo,Democrat,"And the Child Victims Act. The Child Victims Act has been too long denied. I am fully aware of the position of the Catholic Church and the opposition of the Catholic Church. I happen to be Roman Catholic. I'm a former altar boy and my relationship with the church is important to me and I've found the differences painful over the years. The difference on marriage equality, the difference on a woman's right to choose, and the difference on the Child Victims Act. But a wise man said, ""the abuse of minors is an offense so brutal, the church cannot remain indifferent to this, and the church must punish such priests, and that includes to support the legal action. There is no other way out of this because it's a crime. No worse, it's leaving them alive, but destroyed."" That is a true statement, and the Catholic Church should understand that, and that statement was made by Pope Francis and I say we stand with Pope Francis and we pass the Child Victims Act this year because if you believe in justice for all, then you believe in passing the Child Victims Act and follow the leadership of Pope Francis."
New York,Andrew Cuomo,Democrat,"When it comes to criminal justice agenda, you should all be proud. Since 2011, we have closed more prisons than any administration in the history of the state of New York, period. This year we are going to eliminate cash bail. We have to enact speedy trial reform, we have to pass discovery reform, and we need to do more services for re-entry for those transitioning from incarceration back to the community. We also have to invest $100 million to make our Raise the Age reform a reality and we have to do it this year."
New York,Andrew Cuomo,Democrat,"And New York has to establish a regulated adult-use cannabis program. We had an expert group—State Police, Department of Health come together. They did a report. They said the benefits outweigh the risks. Now we just have to put it in place, and we have to do it in a way that creates an economic opportunity for poor communities and people who paid the price, and not for rich corporations that are going to come in to make a buck. It reduces the impact of criminalization on communities of colors. It will automatically seal certain cannabis-related criminal records. It implements quality control. Counties and large cities can opt out so we're not telling them what to do, but they have to affirmatively opt out of the program. No one under 21 years old. It generates approximately $300 million in tax revenue and creates good union jobs that we need."
New York,Andrew Cuomo,Democrat,"This is the outline of the overall statewide investments. These are the various offices. This is the overall budget. What's called the ""all funds"" budget, brings our budget up to $175 billion. The percentage change is 1.9 percent. School goes up 1.6. State Medicare goes up 3.6. The remainder of the agencies are basically flat. How much each priority costs us. Education is 27 billion dollars, that's a 3.6 increase. Health care is a $19 billion investment, that's a 3.6 increase. $15 billion is congestion pricing. $150 billion is our statewide construction initiative. The middle class tax cut is $1.8 billion, but I believe if we don't keep our middle class and we don't control their taxes, we're going to have an issue long term."
New York,Andrew Cuomo,Democrat,"Last issue is insuring the public trust. If you read the headlines over the past few years, they have been continuous and they have been disappointing, and they have been disgraceful, and they have been widespread. It looks terrible and it is terrible. Now, we will never stop venial, greedy, ignorant, behavior by people. And we shouldn't be expected to do that, but we should be expected to do everything we can to have a system in place that safeguards against fraud or theft, and there it is a continuing battle, but there I believe we can do more to ensure the public trust."
New York,Andrew Cuomo,Democrat,"We want to enact a public Code of Conduct for lobbyists that stops self-dealing and conflicts of interest so everybody knows who they're working for. We want to have in the code, we ban the revolving door between a political consultant, who then becomes a lobbyist, to go back and lobby against or for the person that he or she just elected. That is a clear conflict of interest. We expand the lobbying ban for all policy makers and elected officials who would then lobby before their own agency or administration. Disclose conflicts of interests. Require lobbyists to disclose campaign contributions to JCOPE and increase penalties for lobbyists who fail to file to disclose. If the legislature doesn't want to enact this code of conduct, the executive will unilaterally impose it upon itself. So those lobbyists who do not agree to that Code of Conduct cannot lobby the executive."
New York,Andrew Cuomo,Democrat,"Contract procurement review must be performed and government must function on a timely basis. I don't believe one is the enemy of the other. Yes, review contracts, but yes let's get it done quickly because government has to function and we have to get things done. Comptroller DiNapoli and I have agreed on a new process to implement procurement reforms. I will direct SUNY, CUNY and OGS to allow the Office of the state Comptroller to pre-audit contracts in excess of $250,000, but the pre-audit must be done in 30 days and for the first time the office of the state Comptroller provides its contracts in excess of $250,000 to the state IG to audit for fraud and hiring practices. I want to publicly thank, the Comptroller for his good work and his cooperation. Thank you."
New York,Andrew Cuomo,Democrat,"The State will also require new legal certifications for contracts between a grantor and a grantee. Any state agency that is assuring or issuing a grant has to certify that there was no occlusion, there was no political interference. Disclose any payments they may have received. Disclose any prior relationship. For non-competitive contracts it would be the same with the agency official and the legislature if there's one involved. Today I'm issuing an Executive Order, number 192, to stop what we call bad vendors. Any contractor or vendor who is deemed barred, or deemed non responsible by one agency"
New York,Andrew Cuomo,Democrat,—that will be binding on all other agencies and all other entities.
New York,Andrew Cuomo,Democrat,"We also have to combat big money in politics. We will ban corporate contributions to candidates. Close the LLC loophole. Create a public financing system with a six to one match. Reduce the various contribution limits for statewide and local offices. Candidates for legislature should disclose five years of taxes. Bring sunlight and sunshine. Statewide office I think should be 10 years of taxes disclosed. We also have to address the issue of IE's. I understand the federal case law. But, this now a loophole that is swallowing the law. It is a joke to talk about a $4,000 limit, a $5,000 limit in public finance but then an IE, Independent Expenditure Committee, dark money can come in and spend millions in that race and overwhelm everything. You have PACs who launder money to IE's which is illegal. You have 501(c)(3)'s that donate to a 501(c)(4). You have dark money that makes a number of contributions to a number of 501(c)s—which are tax exempt. They get the tax deduction—and then contribute it to the 501(c)(4). These loopholes make the entire campaign system fraught for a lack of integrity. You want to talk about franchising individuals who now feel disenfranchised—a corporation a large contributor with a $10 million check can buy an election and nobody knows who he or she is. First of all, it's a tax fraud. And the State Department of Tax and Finance has to get on the stick and do its job. Second, we have to pass laws that clean up this system and close these IE loopholes."
New York,Andrew Cuomo,Democrat,The old Senate wouldn't pass a Freedom of Information Law that was binding on the legislature. it's been proposed before by a number of legislators. They were right and they were visionary. Let's apply a Freedom of Information Law to the Executive and to the Legislature.
New York,Andrew Cuomo,Democrat,"My friends, we can make history. I believe that. I believe we can have the most productive first 100 days in state history. I believe we are in a fundamentally different space and in the old days too many good ideas went to the state Senate to die. Now we're going to have good ideas going to the state Senate to be born. And I think we should take advantage of this opportunity. I was having a conversation with Leader Stewart-Cousins this morning and she said we have a moment in time, we have a moment in time. Which is true. And if you think about it, that's all we really have. A moment in time. 40 years, we haven't had a democratic Senate, Assembly and Governor. Besides one brief period. 40 years. We have a moment in time to change the state. We can do it. It's just us. We are in control. There is no one else. And I believe that together, we can do it."
New York,Andrew Cuomo,Democrat,"For my younger friends, I'm sorry you missed the opportunity to have the counsel of one of the real great public servants. And one of the things my father said was—in campaigns, it's about what you say. In government, it's all about what you do. And the great ones know the difference. The great ones know the difference. The great ones know the difference. The time for talking is over. It is the time for doing. Government's credibility comes from accomplishing. From performing. Nobody wants to hear ""I'm going to do this, I'm going to do this, I'm going to do this. I think this, I think this, I think this."" Have you done anything that would lead me to suggest that you can do anything that's going to help me, right? And that's where we're running into frustration with the body politic. People have real problems—they haven't had enough help in their life. And that's what government is supposed to do. And that's what the great ones do. And I believe in this moment with this legislature, I believe we have great ones at the table. And I believe great ones can actually make this a moment in history."
New York,Andrew Cuomo,Democrat,"And leadership, by great ones, is about passing all the bills and balancing the budget. But it's also about something else. It's about providing leadership in the moment. And leadership at a time of turmoil and loss and this nation in this moment is lost. It is freighting what is happening. The number of anti-Semitic attacks are up 90 percent in New York State. In New York State, 90 percent. Neo-Nazi groups up 22 percent. Hate crimes up every year. Think about that. After all we've gone through. The social fabric is unraveling. Yes, we have to do something practically about it and we're going to spend more money for our non-public schools making sure they're safe. A diversity agenda in schools. We'll increase the penalty on hate crimes. But it's more than that."
New York,Andrew Cuomo,Democrat,"New York is different than the other states. We are the laboratory for the American experiment in democracy. It all started here. They got off the boat, they were brought in chains. They came here first. We are 19 million people. From every spot on the globe in the most dense location in the country if not in the world. And we are more sophisticated and we have gone through this situation. We get it. We know it. We know what is going on out there. People are angry, people are frustrated. And that anger turns to a fear. And the fear turns to a division. And people are now angry one at another. And we have a federal government that is fanning the flames of fear. Why? Because they believe it works for them. They believe it works for them. Divide and conquer. Divide by race. Divide by religion. Divide by income. It's not a new or novel tactic. It's an old and ugly tactic. And what happens is you're spreading an American cancer where one cell in the body attacks other cells in the body. And the body consumes itself. It has to stop."
New York,Andrew Cuomo,Democrat,"And this is not just anti-New York. This anti-American. The motto of this nation—that is on the seal of the nation, that is on the flag behind the President's desk—says E Pluribus Unum. Out of many, one. That's the concept that founded the nation. Bring all these different faces, bring all these different people from all these different places together as one. That's what founded the country. And the hypocrisy—I did my inaugural at Ellis Island just to make this point. You know who came through Ellis Island? A gentleman named Richard Cawley. A poor Irish immigrant who came during the potato famine. You know who his grandson is? Vice President Michael Pence. You know who else came through New York harbor? Frederick Trump, grandfather of Donald Trump. The greatest arrogance is when you forget where you came from, and where you started, and this is the greatest arrogance. We all came from somewhere else. We are all immigrants. Unless you are a Native American—you are an immigrant. Why, you're not an Immigrant, Joe? You were here on the Mayflower?"
New York,Andrew Cuomo,Democrat,"My friends, my friends—they call us on our seal. It says the Great State of New York. The Great State of New York. You know why New York is great? Because New York rejects divide and conquer and we believe in unify and grow. New York is great because we believe in community and mutuality and we believe the greatest feast has the most number of people at the table. And we believe in shared success and cooperation. And we believe when one is lifted we are all lifted. We are great because we believe the strongest four-letter word is still love. Not hate. And we are strong enough to say it. We are great because our motto is I Love New York. But that New York loves you. New York loves you if you are L or G or B or T or Q, if you are black or white or brown, if you are a Christian, a Muslim, or if you are Jewish. If you are a new immigrant or an old immigrant. New York loves you and what makes us great is we have no tolerance for hate in our state. That's New York. And that's who we are. And that's our message to this nation. Thank you and God bless you."
North Carolina,Roy Cooper,Democrat,"Mr. Speaker, Mr. President Pro Tem, Members of the General Assembly, Council of State, Judiciary and my Cabinet and fellow North Carolinians:"
North Carolina,Roy Cooper,Democrat,"The North Carolina Constitution directs the governor come to the legislature, to and I quote, “give to the General Assembly information of the affairs of the State and recommend to their considerations such measures as he shall deem expedient” end quote."
North Carolina,Roy Cooper,Democrat,"Our Constitution mandates that we work together to make North Carolina better, and it charges the governor to participate in the legislative process. That constitutional directive, and your kind invitation, is why I come tonight."
North Carolina,Roy Cooper,Democrat,"I didn’t come alone. In the gallery are four strong women whom I thank for their never-ending love and support: First Lady, Kristin Cooper, and my daughters Hilary, Natalie and Claire."
North Carolina,Roy Cooper,Democrat,I want to begin by reporting to you that the state of our state is promising.
North Carolina,Roy Cooper,Democrat,"It is promising because of our universities and community colleges, because of our farms and factories, our Research Triangle Park, our banking headquarters, but most of all because of the hardworking people of this state who want it to succeed."
North Carolina,Roy Cooper,Democrat,"North Carolina is one of the fastest-growing states in America. By 2025, we will have one million more residents. Many of these people will come to North Carolina because we are the state of promise."
North Carolina,Roy Cooper,Democrat,"People come because of the climate. The mountains and coast. The schools and higher education. They come because of good jobs and opportunity. And people come to our state for the promise of a great life and of good communities. And when they come here, they are welcomed."
North Carolina,Roy Cooper,Democrat,There is warmth in the nodding of heads as we walk down the sidewalk. There is a welcoming handshake at the ball field. There are the open arms of entire communities welcoming home veterans who served our country. Our people are welcoming.
North Carolina,Roy Cooper,Democrat,Our people are welcoming.
North Carolina,Roy Cooper,Democrat,But some of our laws are not.
North Carolina,Roy Cooper,Democrat,"I’m going to say this first thing because of the urgency and to go ahead and get it out of the way. Tonight, I call on the legislature once again to repeal House Bill 2. The law has damaged our state. The legislature must erase this law from our books. Pass a clean repeal of HB2 and I will sign it the same day."
North Carolina,Roy Cooper,Democrat,"Pass a compromise repeal that works to eliminate discrimination and brings back jobs, sports and entertainment and I will sign it – as long as it truly gets the job done."
North Carolina,Roy Cooper,Democrat,I also raise this issue at the beginning because HB2 is the dark cloud hanging over our state of promise. It drains the energy from what should be our work for the people of this state.
North Carolina,Roy Cooper,Democrat,Citizens from Cherokee to Chocowinity are sick of it and they are wondering when we’re going to cut away this heavy anchor weighing us down. Let’s do it this week. It’s time to move on.
North Carolina,Roy Cooper,Democrat,"HB2 might be a dark cloud, but even the darkest clouds blow over, and I believe we are a state of promise at our core."
North Carolina,Roy Cooper,Democrat,"Being elected to serve the people of every county, every city, every legislative district, and every community in between helps me realize just how big and diverse our state really is."
North Carolina,Roy Cooper,Democrat,"It also demands that we listen to the concerns of the people who will hold us accountable, whether they voted for us or not."
North Carolina,Roy Cooper,Democrat,"I bring their concerns to you today, boiled down this way: I want North Carolinians to be better educated, healthier and have more money in their pockets."
North Carolina,Roy Cooper,Democrat,"Too many people feel stuck in the middle – not wealthy by any measure, but doing just well enough that the social safety net isn’t there for them. They feel left behind by a system that isn’t listening to them and an economy that isn’t rewarding them for their hard work."
North Carolina,Roy Cooper,Democrat,"The budget I shared two weeks ago reflects the priorities of North Carolina’s hard-working people. It contains no increase in taxes. It rejects the false “either/or” choice of either saving or investing. Instead, my budget puts hundreds of millions of dollars in our rainy day fund while committing to a future of growth."
North Carolina,Roy Cooper,Democrat,I call this budget “Common Ground Solutions” because it contains many areas of agreement.
North Carolina,Roy Cooper,Democrat,"In Raleigh, partisan battles, power struggles and lawsuits might grab the headlines, but we have to work together where we can. To look beyond ourselves to see what’s right for the state, regardless of who’s in power."
North Carolina,Roy Cooper,Democrat,"That’s what the people of North Carolina want us to do, and what common sense demands us to do. So let’s get to work."
North Carolina,Roy Cooper,Democrat,"Job recruitment, raising teacher pay, fighting the opioid crisis, boosting our infrastructure and recovering from natural disasters that have damaged our communities. These are areas where we already agree more than we disagree. These tasks don’t come with a party label for a reason. They are priorities we all share."
North Carolina,Roy Cooper,Democrat,"Let me first address making North Carolinians better educated. As I have traveled the width and breadth of North Carolina, it doesn’t matter where I am or who I’m talking to, people want us to make education better."
North Carolina,Roy Cooper,Democrat,"When I’m recruiting a business to come here - to your legislative districts, the first thing they ask is whether North Carolina has the workers skilled enough to fill the jobs they create."
North Carolina,Roy Cooper,Democrat,Improving education is an area where we can find common ground. We have to measure our progress and hold ourselves accountable.
North Carolina,Roy Cooper,Democrat,"That’s why I’ve laid out aggressive goals to make North Carolina a Top Ten Educated State by 2025 – emphasizing early childhood education, increasing enrollment in pre-kindergarten, improving our high school graduation rate and increasing the percentage of adults with a higher education degree."
North Carolina,Roy Cooper,Democrat,"My budget creates nearly 4,700 additional Pre-Kindergarten slots to eliminate the wait-list of at-risk four year olds. Getting more kids in pre-K means they’ll arrive at school ready to learn. It’s the foundation for a lifetime of success, showing economic and health benefits well beyond their pre-K years. And it allows both parents to stay in the workforce, a necessity for many North Carolina families."
North Carolina,Roy Cooper,Democrat,"Top CEOs in our state are promoting early childhood education because they know it makes a difference. Research proves that investing in quality early childhood education generates high returns, where $1 of investment yields $7 in return or even higher."
North Carolina,Roy Cooper,Democrat,"To help families afford the cost of quality childcare, I’m also proposing that we reinstate the Child Care and Dependent Tax Credit, which also applies to those caring for aging parents."
North Carolina,Roy Cooper,Democrat,"As our children move from early childhood to grade school, we entrust our teachers with their futures every single day. Let’s put our money where our trust is and raise teacher salaries."
North Carolina,Roy Cooper,Democrat,"My plan gives an average 10% raise over the next two years. On this pace, we can bring teacher salaries up to best in the Southeast in three years and to at least the national average in five years."
North Carolina,Roy Cooper,Democrat,"And my budget gives every single teacher a raise, valuing the experienced teachers as well as those new to the job."
North Carolina,Roy Cooper,Democrat,"Wendell Tabb, with us here tonight, is a 30-year veteran teacher in Durham whose experience in the classroom is a benefit for his students, and other teachers. Wendell is here representing thousands of veteran teachers who are making education better."
North Carolina,Roy Cooper,Democrat,"Thanks for all you do, Wendell!"
North Carolina,Roy Cooper,Democrat,"Despite paychecks stretched too thin already, our teachers often dip into their own pockets to buy basic school supplies. Wake County teacher Jasmine Lauer, who is here with us tonight, is all too familiar with this crunch. She wants her students to have everything they need. For her, that means buying books for her students online, one at a time, until they eventually have a full set. Jasmine represents so many selfless teachers who want their students to have what they need. Thanks for your sacrifice, Jasmine!"
North Carolina,Roy Cooper,Democrat,"My budget proposes an annual $150 supply bonus to help teachers cover the cost of supplies. It won’t cover everything, but it’s a tangible sign of our appreciation and respect."
North Carolina,Roy Cooper,Democrat,"We’re also joined tonight by Sabrina Peacock, a teacher from Guilford County. Sabrina entered the classroom as a North Carolina Teaching Fellow and today teaches 3rd grade at Oak Hill Elementary, a Title One school, working to ensure that every student has access to a quality education."
North Carolina,Roy Cooper,Democrat,"We must recruit our best students to become teachers. That’s why my budget would create $10,000 Best and Brightest scholarships for students who commit to spending three to four years in the classroom, like Sabrina did. I understand some legislators want to do this, too. Let’s find common ground so we can get more of these great teachers. Thanks for bringing your talents to the teaching profession, Sabrina!"
North Carolina,Roy Cooper,Democrat,"In my talks with business owners, I hear time and again that they have job openings, but can’t find workers with the skills necessary to fill them."
North Carolina,Roy Cooper,Democrat,"We know the problem and we have the answer: educated workers with high-tech critical thinking skills, earned at our high schools, community colleges and universities."
North Carolina,Roy Cooper,Democrat,"To give people in the middle class more opportunity to afford higher education, let’s pass a workforce program we call NC GROW - Getting Ready for Opportunities in the Workforce. It means free community college—a scholarship to cover last-dollar tuition and fees for recent high school graduates to attend a North Carolina community college."
North Carolina,Roy Cooper,Democrat,"To earn it, young people have to make good grades and apply for already-existing scholarships, loans and grant programs. It’s an idea that Republican and Democratic governors alike have supported in other states. We can make it a bipartisan reality here in North Carolina."
North Carolina,Roy Cooper,Democrat,"Yes, there’s a price tag on these investments in education. But now that the economy is rebounding, it’s time to make smart, strategic investments in our people."
North Carolina,Roy Cooper,Democrat,We cannot sacrifice education at the altar of even more corporate tax cuts or giveaways that are mostly for the wealthiest. Changes to our tax code need to focus on relief for working families – not corporations and millionaires.
North Carolina,Roy Cooper,Democrat,"Next, let’s work together to get more money in the pockets of North Carolina families by bringing and growing more good-paying jobs to our state and to your legislative districts."
North Carolina,Roy Cooper,Democrat,"One of the most important steps that the legislature can take is to fund our education budget. An educated workforce is a competitive workforce, and companies are in a global search for talent. Let’s take advantage of our intellectual capital."
North Carolina,Roy Cooper,Democrat,"There are other strategic steps we can take to make our state more competitive – funding to prepare mega-sites to attract large-scale, advanced manufacturing."
North Carolina,Roy Cooper,Democrat,Workforce technical training that is more nimble and customized to what companies say they need.
North Carolina,Roy Cooper,Democrat,"Encouraging more people to get into high-paying trades, like plumbing and electrical work, or medical research and high tech engineering."
North Carolina,Roy Cooper,Democrat,Incentives to bring the film industry back to North Carolina. Initiatives to harness the innovation and entrepreneurship happening right now at our world-class universities and in our cities.
North Carolina,Roy Cooper,Democrat,Encouraging renewable energy which is already bringing good jobs to our state.
North Carolina,Roy Cooper,Democrat,"Providing help for small business. And a focus on rural broadband access, which is a must for economic success in our rural communities. We cannot leave them behind."
North Carolina,Roy Cooper,Democrat,"Tonight we’re joined by Charlotte Vick. Vick Family Farms in Wilson has expanded its sweet potato crops in recent years and is rapidly increasing production to meet global demand, including building a new 50,000 square foot packaging facility."
North Carolina,Roy Cooper,Democrat,"Sixty percent of Vick Family Farms’ customer base is overseas and access to broadband internet has allowed the company to compete, manage shipments, and grow their business."
North Carolina,Roy Cooper,Democrat,"We must do more to help rural small businesses and family farms grow. High-speed broadband access is key to their success, in fact, a necessity, in a global marketplace. Thanks for your hard work and innovation, Charlotte!"
North Carolina,Roy Cooper,Democrat,"Finally, our economy is recovering. But our unemployment rate is still 5.3 percent, the same as last January, and that is still slightly above the national average. Meanwhile, our Unemployment Trust Fund has grown to more than two billion dollars."
North Carolina,Roy Cooper,Democrat,"That’s good. But we must use this opportunity and these funds to help for those who can’t find work, while also taking a deeper look at those who are chronically unemployed."
North Carolina,Roy Cooper,Democrat,The Governor and the legislature need to work together to get better-paying jobs for North Carolina. We have good opportunities to make that happen in the coming months.
North Carolina,Roy Cooper,Democrat,"We also need to see that North Carolinians are healthier. While we’ve made progress in getting more people health insurance, we still have an alarming gap in coverage that we’re all paying for with high-priced indigent care."
North Carolina,Roy Cooper,Democrat,"Yet there’s a new healthcare landscape in our country, filled with uncertainty. We have to sit down and have serious discussions about improving access to care for people who don’t have it."
North Carolina,Roy Cooper,Democrat,Most of these are people who work hard but find it tough to afford to see a doctor. We also have rural hospitals that struggle to stay open and provide good health care across the state.
North Carolina,Roy Cooper,Democrat,"If we work together, we can improve the health of thousands of North Carolinians."
North Carolina,Roy Cooper,Democrat,"One of the most frightening developments in our country and state is the opioid and substance abuse crisis. It threatens lives, rips apart families and can create a shortage of qualified workers."
North Carolina,Roy Cooper,Democrat,"In my hometown of Nashville, North Carolina, Police Chief Tom Bashore is working to combat this addiction crisis. Last February, Chief Bashore and the Nashville Police Department launched the “Hope Initiative,” the first program in North Carolina encouraging opioid addicts to walk into a police station seeking treatment without fear of arrest."
North Carolina,Roy Cooper,Democrat,"Recognizing that addiction is a disease, Chief Bashore has engaged with the community to eliminate the stigma surrounding opioid addiction and encourage addicts to seek treatment. He knows that prevention is part of strong and effective law enforcement. I’m proud to have Chief Bashore join us here tonight. We must support his work and the work of those offering treatment in communities across our state. Thanks, Chief!"
North Carolina,Roy Cooper,Democrat,My budget directs mental health and law enforcement funding in a multi-pronged approach to combat the substance abuse crisis. This is an area where we must find common ground to help our friends and neighbors gripped by addiction.
North Carolina,Roy Cooper,Democrat,"Being healthy also means clean air and water. An emphasis on renewable energy can achieve that, and it will help our economy sustain good-paying jobs. We’ve seen the positive results already."
North Carolina,Roy Cooper,Democrat,"Finally, I urge cooperation as we work to rebuild the thousands of homes, businesses, schools and roads damaged by last year’s storms. No solution is as easy or as quick as we want it to be, but I pledge to continue working with North Carolina’s Congressional delegation and you in the General Assembly to help residents rebuild in those 50 hard-hit counties."
North Carolina,Roy Cooper,Democrat,"We have made progress in a few key categories that I am pleased to report to you tonight. In just the past couple of months, we’ve been able to repair and reopen more than 100 roads, and help hundreds of families return home or find other places to live."
North Carolina,Roy Cooper,Democrat,"But nearly 600 households are still in need of permanent housing. We will not forget these families, and must keep working together to help them."
North Carolina,Roy Cooper,Democrat,"One thing that has become clear during the disaster recovery is the lack of affordable, available housing in eastern North Carolina that has hindered relocation efforts. That’s why I am asking you to work with me to restore allowing the use of federal money for housing so we can start to build our way out of this affordable housing shortage."
North Carolina,Roy Cooper,Democrat,"Tonight, we have a remarkable young lady with us who represents the very best of our state’s resilient spirit. In 2015, before the storm, 12-year-old Mackenzie Hinson, from Grantham, founded “Make A Difference Food Pantry” to help people in her community. After the devastation of Hurricane Matthew, Mackenzie and her volunteers went into overdrive. Following the hurricane, her pantry’s shelves were empty and friends and family members lost homes."
North Carolina,Roy Cooper,Democrat,"But Mackenzie and her team were not deterred. With the help of businesses and volunteers, they restocked and got to work."
North Carolina,Roy Cooper,Democrat,"After Hurricane Matthew, Make A Difference Food Pantry was open for 42 straight days, serving 6,914 hot meals and distributing food boxes and toiletry items to over 8,000 people in Wayne, Johnston, and Sampson counties."
North Carolina,Roy Cooper,Democrat,"Mackenzie, thank you for being here tonight and for being an inspiration. By following your example, we will rebuild our communities and be a stronger state than ever. Good work, Mackenzie!"
North Carolina,Roy Cooper,Democrat,Serving the people of North Carolina is the honor of my lifetime.
North Carolina,Roy Cooper,Democrat,"Standing in this well tonight, I’m reminded of my years in these seats, serving with Democratic and Republican governors who worked together to solve problems."
North Carolina,Roy Cooper,Democrat,"You make the decision to sacrifice your privacy, time with family and in some cases, your income, to be here. For that, I salute you."
North Carolina,Roy Cooper,Democrat,"When we take the oath of office, we take on the weight of tremendous responsibility. A responsibility to uphold our constitution, in voting laws, in classrooms, in health care. To act in the best interest of the people who elected us. To leave North Carolina better than we found it."
North Carolina,Roy Cooper,Democrat,"To do that, we must put politics aside and work together. And in order to maintain North Carolina as a state of promise, I will make a few promises."
North Carolina,Roy Cooper,Democrat,"I promise to listen, to engage, to build consensus, to compromise when possible. I promise to fight only when we can’t come to agreement or when you leave me no choice. I promise to make sure state government employs people who look like the people it represents."
North Carolina,Roy Cooper,Democrat,"To find the common ground we seek, let’s listen to North Carolinians urging us to set aside divisive social issues and political power struggles. Instead, let’s focus on teacher pay and jobs — the issues families face and talk about every day around their kitchen tables."
North Carolina,Roy Cooper,Democrat,"Back in the late 1990s, this House was controlled by Republicans while I was in the Senate, controlled by Democrats. We disagreed and fought. And I spent many late nights here, talking and negotiating. But we found common ground on raising teacher salaries to the national average. We found common ground on expanding Smart Start and cutting taxes for the middle class. Republicans and Democrats can find common ground if we work on it."
North Carolina,Roy Cooper,Democrat,"We can find common ground on education. We can find common ground on health care and the opioid epidemic. We can find common ground on raising the juvenile age. We will find common ground on jobs, economic development and further hurricane and wildfire recovery. We will find this agreement because too much is at stake if we don’t."
North Carolina,Roy Cooper,Democrat,"The people of North Carolina are watching us. Over the next few months, let’s fulfill our promise and demonstrate to North Carolina and beyond, that there is enough room for all of us on that common ground. God bless you, our country, and the great state of North Carolina."
North Dakota,Doug Burgum,Republican,"Lieutenant Governor Rhoden, Mr. Speaker, members of the legislature, Chief Justice Gilbertson, Justices of the Supreme Court, constitutional officers and fellow South Dakotans. Thank you very much for giving me the challenge and the distinct honor of being your Governor."
North Dakota,Doug Burgum,Republican,It is my privilege today to offer thoughts on the state of our state.
North Dakota,Doug Burgum,Republican,"By nearly every standard of comparison, South Dakota is in good shape. But in order to preserve and extend this prosperity forward for today’s working families and to the next generation, we must come together on solutions to the problems on the near and distant horizons."
North Dakota,Doug Burgum,Republican,"Just how good do we have it here in South Dakota? Well, let’s compare to a few other states. Illinois is forecasting a $1.2 billion annual deficit and their pensions are only 40% funded. Connecticut’s economy has been shrinking for a decade and their revenue growth has stalled out. New Jersey has yearly budget deficits as far as the eye can see."
North Dakota,Doug Burgum,Republican,"Meanwhile, in South Dakota, thanks to the leadership of Governor Dennis Daugaard and many in the legislature, we have rid our state of an annual structural deficit. We rely solely on the ongoing revenue stream to cover ongoing expenses. Our state pension plan is fully funded. And we have a Triple A credit rating - the highest rating given. I’m grateful for the voice of fiscal responsibility Governor Daugaard has maintained over the last eight years. I know he isn’t here today, but could you please join me in thanking Governor Daugaard and past legislators for their fiscal discipline and incredible leadership."
North Dakota,Doug Burgum,Republican,"As our state’s new Governor, I’m committed to maintaining the fiscal integrity for which our state has become known. We will work hard to maintain that Triple A credit rating. We won’t spend money we don’t yet have. We won’t needlessly grow the government. We won’t raise taxes."
North Dakota,Doug Burgum,Republican,"If we stopped right there, those promises to the people of South Dakota would put us lightyears ahead of many other states. Fiscal discipline isn’t common elsewhere, but in our state it’s not optional. It’s the foundation. It’s what sets us apart with rating agencies and why our state makes list after list for being a great place to open a business, raise a family or retire."
North Dakota,Doug Burgum,Republican,Fiscal discipline will be the foundation of my governorship but we aren’t going to stop there.
North Dakota,Doug Burgum,Republican,"As I mentioned in my inaugural address last Saturday, I want to be a Governor who improves South Dakota not only for today, but also for the next generation. Growing up, my mom and dad worked hard to build a farm large enough for all of their kids to stay if they wanted to. My dad didn’t make it to see today, but his dream did. As much as he wanted us to carry on our family farm and ranch, what he really wanted was to give the next generation an opportunity to thrive. That dream is also my vision for South Dakota. The next generation is watching us and we must do everything we can to strengthen our state so it’s a place where they can one day launch their careers and raise their families. I hope you all will join me in this effort."
North Dakota,Doug Burgum,Republican,"Over the past few weeks, my team and I have talked with every agency and department in state government. We have heard about the challenges and opportunities facing our state. This information transfer, though, was really the capstone of a two-year-long job interview for being our state's chief executive. And over the last two years, I was able to do a lot of listening with a lot of South Dakotans."
